Overflow Type,Municipality/Facility,NPDES #,Date Discovered,Time Discovered,Days,Minutes,Hours,Location,Zip Code,Latitude,Longitude,Collection-System,Quantity in Gallons (Estimated),Net in Gallons (Estimated),Cause,Watershed,Receiving waters,County,Comments,Penalty Collected,Penalty Notes
SSO,City of Baltimore,N/A,6/19/2005,11:00:00 PM,0,2,30,1900 Hollins Ferry Rd,21230,,,Patapsco WWTP,2250,2250,Blockage,,Gwynn's Falls,City of Baltimore,Lat/Long could not be obtained with the address provided,,
SSO,Worcester County DPW,N/A,6/20/2005,12:15:00 PM,0,1,15,"45 Anchor Way, Mystic Harbour",,,,,300,300,Blockage,,Unknown,Worcester,Collection system not provided,,
SSO,St Mary's County Metropolitan Commission,N/A,6/22/2005,11:30:00 AM,0,1,30,"Amber Drive in Hickory Hills, California",,,,,10000,10000,Blockage,,Unnamed stream,St. Mary's,Collection system not provided,,
SSO,Anne Arundel County DPW,N/A,6/24/2005,10:35:00 AM,0,0,40,"7900 S. Crain Hwy, East Park Plaza",21114,,,,5000,5000,Blockage,,Unknown,Anne Arundel,Collection system not provided,,
SSO,Somerset County Sanitary District,N/A,6/29/2005,10:00:00 AM,0,4,0,4471 Crisfield Highway in Crisfield,,,,,100,100,Blockage,,Unknown,Somerset,Collection system not provided,,
SSO,MES,N/A,7/1/2005,10:30:00 AM,0,0,20,"MH 16-3, north end of employee parking lot adjacent to the terminal parking garage BWI",21240,,,,200,200,Blockage,,Unknown,Anne Arundel,Collection system not provided,,
SSO,MES,N/A,7/6/2005,12:15:00 PM,0,0,15,"Chelten WWTP, MH southwest corner of the control bldg",,,,,100,100,Blockage,,Unknown,Prince George's,Collection system not provided,,
SSO,"Army, Department of",N/A,7/7/2005,,,,,"Dining Facility on 2nd Cavalry Road, Ft. George Meade",20755,,,Ft. Meade WWTP,3000,3000,Blockage,,Groundwater,Anne Arundel,Duration not provided,,
SSO,"Army, Department of",N/A,7/7/2005,,,,,"MH behind quarters 7908 on Reed Ct off Highland, Ft. George Meade",20755,,,Ft. Meade WWTP,500,500,Blockage,,Groundwater,Anne Arundel,Duration not provided,,
SSO,City of Baltimore,N/A,7/8/2005,,,,,"Forest Park & Purnell Dr CSO Outfall, (DRY WEATHER)",,,,,0,0,Blockage,,Gwynn's Falls,City of Baltimore,"Duration, collection system & zip code not provided",,
SSO,Baltimore County DPW,N/A,7/9/2005,11:06:00 AM,0,2,30,"9014 Hines Road, right of way in rear of property",21234,,,Back River WWTP,1250,1250,Blockage,,White Marsh Run,Baltimore County,None,,
SSO,Charles County DPW,N/A,7/11/2005,9:00:00 AM,0,0,100,"3292 Ryon Ct, Waldorf",20601,,,,100,100,Blockage,,Unknown,Charles,Collection system not provided,,
SSO,"Army, Department of",N/A,7/11/2005,,,,,"MH near Mapes Road across from Leonard Ave, Ft. George Meade",20755,,,Ft. Meade WWTP,1200,1200,Blockage,,Groundwater,Anne Arundel,Duration not provided,,
SSO,WSSC,N/A,7/12/2005,4:45:00 PM,0,1,0,"6505 O Branch Avenue, Camp Springs",20762,,,,1,1,Blockage,,Unknown,Prince George's,Collection system not provided,,
SSO,Charles County DPW,N/A,7/16/2005,,0,12,0,"MD/5 PS, MD/5 Â±0.1 miles South of the St. Charles Parkway intersection",20646,,,,14400,14400,Blockage,,Jorden Swamp,Charles,Collection system not provided,,
SSO,City of Baltimore,N/A,7/17/2005,6:50:00 PM,0,1,22,4205 Willshire Ave,21206,,,Back River WWTP,164,164,Blockage,,Herring Run,City of Baltimore,Lat/Long could not be obtained with the address provided,,
SSO,"Navy, Department of",N/A,7/19/2005,8:00:00 AM,0,1,0,"Outside Bldg 2SN, Stump Neck",20640,,,Navy Surface Warfare WWTP,300,300,Blockage,,Unknown,Charles,None,,
SSO,Baltimore County DPW,N/A,7/19/2005,11:45:00 AM,0,2,5,"1033 Hart Road, rear of property in right of way",21286,,,,400,400,Blockage,,Minebank Run,Baltimore County,Collection system not provided,,
SSO,City of Baltimore,N/A,7/20/2005,11:00:00 AM,0,1,0,5900 Oakleaf Ave,21215,,,Patapsco WWTP,300,300,Blockage,,Gwynn's Falls,City of Baltimore,Lat/Long could not be obtained with the address provided,,
SSO,City of Baltimore,N/A,7/22/2005,8:00:00 AM,0,4,0,1020 Park Ave,21201,,,Patapsco WWTP,1200,1200,Blockage,,Jones Falls,City of Baltimore,Lat/Long could not be obtained with the address provided,,
SSO,Baltimore County DPW,N/A,7/22/2005,8:35:00 AM,0,1,25,626 Stevenson Lane,21212,,,Back River WWTP,1000,1000,Blockage,,Herring Run,Baltimore County,None,,
SSO,"Army, Department of",N/A,7/25/2005,,,,,"Across from Bldg 3000, 300' off Ernie Pyle Street, Ft. Meade",20755,,,Ft. Meade WWTP,10000,10000,Blockage,,Groundwater,Anne Arundel,Duration not provided,,
SSO,Baltimore County DPW,N/A,7/26/2005,7:30:00 PM,0,3,15,1249 Darthmouth Ave,21234,,,Back River WWTP,650,650,Blockage,,Herring Run,Baltimore County,None,,
SSO,Patuxent Mobile Estates,N/A,7/29/2005,9:40:00 AM,0,0,5,prior to bar trap,20711,,,Patuxent Mobile Estates WWTP,500,500,Blockage,,Patuxent River,Anne Arundel,Collection system not provided,,
SSO,City of Baltimore,N/A,8/1/2005,11:00:00 AM,0,0,109,4900 Falls Rd,,,,,1635,1635,Blockage,,Jones Falls,City of Baltimore,Lat/Long could not be obtained with the address provided,,
SSO,"Havre de Grace, City of",N/A,8/3/2005,11:00:00 AM,0,1,0,"MD/155 east of Tydings Rd, Havre De Grace",21078,,,Havre de Grace WWTP,120,120,Blockage,,Unknown,Harford,None,,
SSO,WSSC,N/A,8/3/2005,2:55:00 PM,0,3,0,"1809 Longmeade Rd, MH 1008061M, Silver Spring",20906,,,,720,720,Blockage,,Tributary of Northwest Branch,Montgomery,Collection system not provided,,
SSO,WSSC,N/A,8/5/2005,8:26:00 PM,0,2,0,"5601 Keppler Rd, MH 11032051U, Temple Hills",20748,,,,120,120,Blockage,,Unknown,Prince George's,Collection system not provided,,
SSO,"Frostburg, City of",N/A,8/6/2005,10:00:00 AM,,,,45 Depot Rd,21532,,,,2000,2000,Blockage,,Unknown,Allegany,Duration & collection system not provided,,
SSO,City of Baltimore,N/A,8/8/2005,8:00:00 AM,0,5,30,600 Hilton Street,,,,,8250,8250,Blockage,,Gwynn's Falls,City of Baltimore,Lat/Long could not be obtained with the address provided,,
SSO,"Oxford, Commissioners of",N/A,8/10/2005,10:30:00 AM,0,1,0,Banks Street PS,21654,,,,20,20,Blockage,,Unknown,Talbot,Collection system not provided,,
SSO,Allegany County DPW,N/A,8/11/2005,,0,2,0,"Georges Creek, MH 649",21502,,,Cumberland WWTP,3000,3000,Blockage,,Jackson Run,Allegany,None,,
SSO,WSSC,N/A,8/14/2005,1:30:00 PM,0,5,0,"26 Wellesley Circle, MH 07004071M, Glen Echo",20812,,,,240,240,Blockage,,Unknown,Montgomery,Collection system not provided,,
SSO,Baltimore County DPW,N/A,8/14/2005,10:45:00 PM,0,0,45,9400 Harford Rd,21234,,,Back River WWTP,150,150,Blockage,,Unknown,Baltimore County,None,,
SSO,City of Baltimore,N/A,8/17/2005,9:00:00 AM,0,2,0,4800 Falls Rd,,,,,1200,1200,Blockage,,Jones Falls,City of Baltimore,Lat/Long could not be obtained with the address provided,,
SSO,Carroll County DPW,N/A,8/18/2005,8:20:00 AM,0,0,90,"MH located at Pine Hill PS, Eldersburg",21784,,,,3000,3000,Blockage,,Liberty Lake,Carroll,Collection system not provided,,
SSO,"Army, Department of",N/A,8/18/2005,12:00:00 PM,,,,"MH WWMH 80B south of Building 560, Fort Detrick",21702,,,,10,10,Blockage,,Unknown,Frederick,Duration & collection system not provided,,
SSO,"Navy, Department of",N/A,8/18/2005,6:00:00 PM,,,,"Glenn Forest housing community, Naval Air Station Patuxent River",20670,,,NAS WWTP,100,100,Blockage,,Unknown,St. Mary's,Duration not provided,,
SSO,Baltimore County DPW,N/A,8/20/2005,1:53:00 PM,0,1,18,3902 Tila Rd,21234,,,Back River WWTP,600,600,Blockage,,Storm drain,Baltimore County,None,,
SSO,WSSC,N/A,8/22/2005,7:27:00 PM,0,8,0,"5300 Blk RW2 Auth Rd, MH 11040040M, Suitland",20746,,,,2400,2400,Blockage,,Unknown,Prince George's,Collection system not provided,,
SSO,WSSC,N/A,8/25/2005,4:00:00 AM,0,31,0,"11 W. Farmington Rd, Piscataway WWTP, Accokeek",20607,38.685399,76.996126,Piscataway WWTP,10000,10000,Blockage,,Piscataway Creek,Prince George's,None,,
SSO,WSSC,N/A,8/25/2005,10:44:00 AM,0,7,0,"114 Derwood Circle, MH 05142044M, Rockville",20850,,,,1680,1680,Blockage,,Rock Creek,Montgomery,Collection system not provided,,
SSO,"Perryville, Town Commissioners",N/A,8/29/2005,11:45:00 AM,,,,Intersection of US/40 & Aiken Avenue Extended,21903,,,Perryville WWTP,50,50,Blockage,,Unknown,Harford,Duration & collection system not provided,,
SSO,Garrett County DPW,N/A,9/12/2005,7:35:00 AM,1,0,0,Jennings Rd,,,,,3000,3000,Blockage,,Casselman River,Garrett,Collection system not provided,,
SSO,Baltimore County DPW,N/A,9/14/2005,1:17:00 PM,0,1,0,"1816 Woodlawn Drive, Woodlawn",21207,,,Patapsco WWTP,150,150,Blockage,,Unknown,Baltimore County,None,,
SSO,City of Baltimore,N/A,9/14/2005,7:30:00 PM,0,14,15,3500 Gilman Terrace,21211,,,Patapsco WWTP,8550,8550,Blockage,,Stoney Run,City of Baltimore,Lat/Long could not be obtained with the address provided,,
SSO,WSSC,N/A,9/17/2005,2:51:00 PM,0,4,0,"541 E. Indian Spring Dr, MH 10038021M, Silver Spring",20901,,,,4800,4800,Blockage,,Northwest Branch,Montgomery,Collection system not provided,,
SSO,Baltimore County DPW,N/A,9/19/2005,10:50:00 AM,0,2,30,1100 68th St. Red House Run PS,21237,,,Back River WWTP,250,250,Blockage,,SD to Moore's Run,Baltimore County,Collection system not provided,,
SSO,"Annapolis, City of",N/A,9/24/2005,6:00:00 PM,0,8,0,806 Tyler Ave,21401,,,,1000,1000,Blockage,,Unknown,Anne Arundel,Collection system not provided,,
SSO,WSSC,N/A,9/25/2005,7:14:00 PM,0,40,0,"5260-96 Marlboro Pike, MH 18053293, Capital Heights",20743,,,,9780,9780,Blockage,,Unknown,Prince George's,Collection system not provided,,
SSO,Somerset County Sanitary District,N/A,9/26/2005,,,,,Abbey Lane ROW located 100' north of U.M.E.S. Blvd,21853,,,,4000,4000,Blockage,,Manokin River,Somerset,Duration & collection system not provided,,
SSO,Somerset County Sanitary District,N/A,9/26/2005,,,,,"East side of Somerset Ave, approximately 400' north of the intersection with U.M.E.S. Blvd, Princess Anne",21853,,,,2000,2000,Blockage,,Manokin River,Somerset,Duration & collection system not provided,,
SSO,"Army, Department of",N/A,9/27/2005,,3,0,0,"MH on the Westside of quarters 7844, off 2nd Calvery Avenue on Craig Street between the Meuse Forest and Midway Common housing area on Fort Meade",20755,,,Ft. Meade WWTP,50000,50000,Blockage,,Little Patuxent River,Anne Arundel,None,,
SSO,City of Baltimore,N/A,9/29/2005,3:00:00 PM,0,19,0,4600 Franklintown Rd,,,,,5700,5700,Blockage,,Gwynn's Falls,City of Baltimore,Lat/Long could not be obtained with the address provided,,
SSO,"Army, Department of",N/A,9/29/2005,,0,2,0,"MH Â± 500' between Boyce Street and Copper Avenue just off the walking/bike trail, Fort George G. Meade",20755,,,Ft. Meade WWTP,500,500,Blockage,,Little Patuxent River,Anne Arundel,None,,
SSO,WSSC,N/A,9/30/2005,11:41:00 AM,0,4,0,"5260-96 Marlboro Pike, MH 18053268U, Capital Heights",20743,,,,720,720,Blockage,,Oxon Run,Prince George's,Collection system not provided,,
SSO,City of Baltimore,N/A,10/1/2005,11:40:00 PM,0,2,50,2401 W. Franklin Street,21203,,,Back River WWTP,1650,1650,Blockage,,Gwynn's Falls,City of Baltimore,Lat/Long could not be obtained with the address provided,,
SSO,WSSC,N/A,10/2/2005,6:55:00 PM,0,18,0,"5200 Marlboro Pike, MH 18053268U, Capital Heights",20737,,,,10200,10200,Blockage,,Oxon Run,Prince George's,Collection system not provided,,
SSO,Charles County DPW,N/A,10/2/2005,,0,24,0,"MD/228, Briarwood subdivision, near Sandalwood Drive",20601,,,,15000,15000,Blockage,,Mattawoman Creek,Charles,Collection system not provided,,
SSO,WSSC,N/A,10/3/2005,3:35:00 PM,0,4,0,"7100 Holladay-Tyler Road, MH 14194040M, Glen Dale",20814,,,,255,255,Blockage,,Unknown,Prince George's,Collection system not provided,,
SSO,Towson University,N/A,10/11/2005,1:00:00 PM,0,1,30,On campus of Towson University,21252,,,,100,100,Blockage,,Towson Run,Baltimore County,Collection system not provided,,
SSO,Baltimore County DPW,N/A,10/16/2005,9:15:00 AM,0,1,45,"719 Maiden Choice Lane, Charlestown Retirement Community",21228,,,Patapsco WWTP,250,250,Blockage,,Unknown stream,Baltimore County,None,,
SSO,City of Baltimore,N/A,10/29/2005,10:00:00 PM,0,3,30,6322 Boston St,,,,,3150,3150,Blockage,,Chesapeake Bay,City of Baltimore,Lat/Long could not be obtained with the address provided,,
SSO,WSSC,N/A,10/30/2005,11:40:00 AM,0,2,0,"6406 78th Street, MH 07007014U, Cabin John",20818,,,,60,60,Blockage,,Unknown,Montgomery,Collection system not provided,,
SSO,City of Baltimore,N/A,10/31/2005,2:00:00 PM,0,0,36,4200 Westchester Rd,,,,,540,540,Blockage,,Gwynn's Falls,City of Baltimore,Lat/Long could not be obtained with the address provided,,
SSO,Baltimore County DPW,N/A,10/31/2005,4:35:00 PM,0,1,10,7204 Barlow Court,21207,,,Patapsco WWTP,500,500,Blockage,,Gwynn's Falls,Baltimore County,None,,
SSO,City of Baltimore,N/A,11/1/2005,8:00:00 AM,0,3,15,1000 E. Madison St,,,,,975,975,Blockage,,Chesapeake Bay,City of Baltimore,Lat/Long could not be obtained with the address provided,,
SSO,City of Baltimore,N/A,11/3/2005,11:00:00 PM,0,4,0,2400 Huron St,,,,,1200,1200,Blockage,,Middle Branch,City of Baltimore,Lat/Long could not be obtained with the address provided,,
SSO,"Army, Department of",N/A,11/3/2005,,,,,"Potomac Place Housing Area, 3013 B on Inchon Street off Mac Arthur Rd, Fort Meade",20755,,,Ft. Meade WWTP,1000,1000,Blockage,,Groundwater,Anne Arundel,Duration not provided,,
SSO,"Annapolis, City of",N/A,11/6/2005,9:15:00 PM,0,1,0,106 Louis Drive,21401,,,,1500,1500,Blockage,,Spa Creek,Anne Arundel,Collection system not provided,,
SSO,City of Baltimore,N/A,11/12/2005,2:00:00 PM,0,17,30,Sisson & Wyman Park Drive,,,,,5850,5850,Blockage,,Stoney Run,City of Baltimore,Lat/Long could not be obtained with the address provided,,
SSO,Queen Anne's County Sanitary District,N/A,11/13/2005,11:00:00 AM,0,2,0,"1103 Marion Quimby Drive, Stevensville",,,,,30,30,Blockage,,Unknown,Queen Anne's,Collection system not provided,,
SSO,WSSC,N/A,11/14/2005,10:15:00 AM,0,4,0,"773 E Gude Drive, Cleanout, Rockville",20850,,,,300,300,Blockage,,Unknown,Montgomery,Collection system not provided,,
SSO,"Havre de Grace, City of",N/A,11/21/2005,,0,0,25,1140 Chesapeake Drive,21078,,,Havre de Grace WWTP,250,250,Blockage,,Concord Cove,Harford,None,,
SSO,City of Baltimore,N/A,11/22/2005,9:00:00 AM,0,4,0,4028 Westchester Rd,,,,,6000,6000,Blockage,,Gwynn's Falls,City of Baltimore,Lat/Long could not be obtained with the address provided,,
SSO,City of Baltimore,N/A,11/22/2005,10:00:00 PM,0,2,0,6322 Boston St,,,,,1200,1200,Blockage,,Chesapeake Bay,City of Baltimore,Lat/Long could not be obtained with the address provided,,
SSO,City of Baltimore,N/A,11/22/2005,10:30:00 PM,0,4,30,1100 Ramblewood Rd,,,,,5400,5400,Blockage,,Chesapeake Bay,City of Baltimore,Lat/Long could not be obtained with the address provided,,
SSO,MES,N/A,11/25/2005,10:00:00 AM,0,1,30,"MH in a field behind the McDonald's PS off Main Street, Myersville",,,,,500,500,Blockage,,Unknown,Frederick,Collection system not provided,,
SSO,WSSC,N/A,11/26/2005,10:42:00 AM,0,3,0,"7902 Coriander Drive, MH 15017308u, Gaithersburg",20878,,,,1380,1380,Blockage,,Seneca Creek,Montgomery,Collection system not provided,,
SSO,Anne Arundel County DPW,N/A,11/29/2005,11:00:00 AM,,,,"4 Phyllis Drive, Marley",,,,,1000,1000,Blockage,,Marley Creek,Anne Arundel,"Duration, collection system & zip code not provided",,
SSO,Baltimore County DPW,N/A,11/30/2005,1:01:00 PM,0,1,43,2420 Spring Lake Dr. @ Coral haven Ct,,,,,150,150,Blockage,,Tributary of Spring Branch,Baltimore County,Collection system not provided,,
SSO,"St. Michaels, City of / MES",N/A,12/3/2005,8:00:00 AM,0,8,0,"PS #2 at Perry Cabin Drive, St. Michaels",,,,St. Michael's WWTP,40,40,Blockage,,Unknown,Talbot,Collection system not provided,,
SSO,"Mt. Airy, Town of",N/A,12/5/2005,10:30:00 AM,0,1,0,808 Ridge Avenue,21771,,,Mt. Airy WWTP,500,500,Blockage,,Unknown,Frederick,None,,
SSO,MES,N/A,12/5/2005,11:00:00 AM,0,1,0,"MH in a field behind the McDonald's PS off Main Street, Myersville",,,,,1000,1000,Blockage,,Unknown,Frederick,Collection system not provided,,
SSO,City of Baltimore,N/A,12/5/2005,12:45:00 PM,,,,4700 Erdman Ave,,,,,5190,5190,Blockage,,Unknown,City of Baltimore,Duration & zip code not provided,,
SSO,Charles County DPW,N/A,12/5/2005,1:30:00 PM,0,2,0,"MH #58A at Billingsley Rd, White Plains",20646,,,,10000,10000,Blockage,,Port Tobacco Creek,Charles,Collection system not provided,,
SSO,Eastern Correctional Institute (MES),N/A,12/5/2005,10:30:00 PM,,,,Drain containment area at correction facility main kitchen,21871,38.196667,75.696944,Eastern Correctional Instituet WWTP,1000,1000,Blockage,,Unknown,Somerset,Duration not provided,,
SSO,WSSC,N/A,12/13/2005,7:46:00 AM,0,2,0,"7115 Leyte Drive, MH 11019058m, Oxon Hill",20745,,,,120,120,Blockage,,Unknown,Prince George's,Collection system not provided,,
SSO,Anne Arundel County DPW,N/A,12/14/2005,9:15:00 AM,0,2,0,"124 Spring Place Way, Riva Trace",,,,,800,800,Blockage,,Gingerville Creek,Anne Arundel,Collection system not provided,,
SSO,City of Baltimore,N/A,12/14/2005,8:30:00 PM,0,6,0,1200 Cochran Ave,,,,,3600,3600,Blockage,,Herring Run,City of Baltimore,Lat/Long could not be obtained with the address provided,,
SSO,City of Baltimore,N/A,12/14/2005,10:00:00 PM,0,3,0,822 Glade Ct,,,,,900,900,Blockage,,Middle Branch,City of Baltimore,Lat/Long could not be obtained with the address provided,,
SSO,"Navy, Department of",N/A,12/15/2005,12:00:00 AM,,,,"MH near Building 516, MAS Patuxent River",20670,,,NAS WWTP,30,30,Blockage,,Unknown,St. Mary's,Duration not provided,,
SSO,City of Baltimore,N/A,12/15/2005,10:00:00 PM,0,4,0,609 S. Bentalou St,,,,,4800,4800,Blockage,,Middle Branch,City of Baltimore,Lat/Long could not be obtained with the address provided,,
SSO,South Beach PS-MES,N/A,12/17/2005,10:00:00 AM,,,,Cunningham Falls State Park Wastewater System,,,,,100,100,Blockage,,Big Hunting Creek Lake,Frederick,"Duration, collection system & zip code not provided",,
SSO,Baltimore County DPW,N/A,12/17/2005,2:15:00 PM,0,2,0,43 Millbridge Court; right of way in rear of property,21237,,,Back River WWTP,1000,1000,Blockage,,Unknown,Baltimore County,Collection system not provided,,
SSO,"Army, Department of",N/A,12/21/2005,,,,,"MH close to an electrical pole #27, MD/175 (Annapolis Rd), Fort George G. Meade",20755,,,Ft. Meade WWTP,1000,1000,Blockage,,"Yes, name not provided",Anne Arundel,Duration not provided,,
SSO,WSSC,N/A,12/23/2005,10:21:00 AM,0,4,0,"8226 Bradley Blvd, MH 07061016, Bethesda",20816,,,,50,50,Blockage,,Unknown,Montgomery,Collection system not provided,,
SSO,"Army, Department of",N/A,1/10/2006,,,,,"MH on the north side of building 845, off Chisholm Ave on 15th Street, Fort George Meade",20755,,,Ft. Meade WWTP,7000,7000,Blockage,,Franklin Branch,Anne Arundel,Duration not provided,,
SSO,"Centreville, Town of",N/A,1/11/2006,1:50:00 PM,,,,"Centreville WWTP, North Pump Station",21617,,,Centreville WWTP,1000,1000,Blockage,,Gravel Run,Queen Anne's,Duration not provided,,
SSO,"Navy, Department of",N/A,1/17/2006,11:20:00 AM,0,5,0,"107 Strauss Ave, Bldg. D-35, Naval Support Facility, Indian Head",20640,,,Navy Surface Warfare WWTP,300,300,Blockage,,Unknown,Charles,None,,
SSO,"Berlin, Mayor & Council of",N/A,1/19/2006,,,,,"Town of Berlin, Pump Station",21811,,,Berlin WWTP,2000,2000,Blockage,,Small ditch,Somerset,Duration not provided,,
SSO,"Fruitland, City of",N/A,2/3/2006,8:00:00 AM,0,1,0,Oaklee Dr & Forest Dr,21826,,,,3500,3500,Blockage,,Stormwater Management Pond,Wicomico,Collection system not provided,,
SSO,"Cambridge, City of",N/A,2/3/2006,11:00:00 PM,,,,Private property sewer lateral (Snow's Turn) Race St/MD16 intersection,21613,,,,100,100,Blockage,,Unknown,Dorchester,Duration & collection system not provided,,
SSO,Howard County DPW,N/A,2/8/2006,4:00:00 PM,0,1,30,"7401 Coca Cola Dr, Hanover",21076,,,,800,800,Blockage,,Deep Run,Howard,Collection system not provided,,
SSO,Cecil County DPW,N/A,2/9/2006,,,,,"CSX railroad, Maryland House to Stoney Run Interceptor",,,,,3000,3000,Blockage,,Unknown stream,Cecil,"Duration, collection system & zip code not provided",,
SSO,Maryland House of Corrections,N/A,2/10/2006,9:00:00 AM,0,0,45,Maryland House of Corrections on Tulson Rd just past Tulson Boot Camp,,,,,2250,2250,Blockage,,Dorsey Run,Anne Arundel,Collection system not provided,,
SSO,Charles County DPW,N/A,2/13/2006,7:30:00 AM,0,3,0,3029 October Place,,,,,4500,4500,Blockage,,Jorden Swamp,Charles,Collection system not provided,,
SSO,"Williamsport, City of",N/A,2/13/2006,6:00:00 PM,0,15,0,Between Park & Elementary School,21795,,,,25,25,Blockage,,Unknown,Washington,Collection system not provided,,
SSO,Charles County DPW,N/A,2/18/2006,11:30:00 AM,0,3,30,"MH on Piney Church Rd, north of Poston Dr upstream from the St. Paul PS",,,,,5250,5250,Blockage,,Un-named tributary to Piney Branch,Charles,Collection system not provided,,
SSO,Holiday Mobile Estates,N/A,2/24/2006,8:00:00 AM,,,,first MH near the Holiday Mobile Estates WWTP,20794,,,,0,0,Blockage,,Unknown,Anne Arundel,Duration & collection system not provided,,
SSO,"Taneytown, City of",N/A,2/24/2006,1:00:00 PM,0,3,30,"wooded area near Trevanion Rd, MH 200A",21787,,,,400000,400000,Blockage,,Piney Creek,Frederick,Collection system not provided,,
SSO,Charles County DPW,N/A,3/4/2006,7:00:00 PM,0,5,0,2849 Humberside Ct,,,,,4500,4500,Blockage,,Wakefield WWTP,Charles,Collection system not provided,,
SSO,Washington County Department of Water Quality,N/A,3/7/2006,3:00:00 PM,0,6,30,"Washington County easement wooded/fielded area, between Hopewell Rd & Virginia Ave",,,,,10000,10000,Blockage,,Semple Run,Washington,Collection system not provided,,
